media,faltas_totais,num_avaliacoes,desvio_padrao,tendencia,disciplina_id,semestre,aprovado
7.9926419015578,5,5,2.404460046972835,1.2484354667762734,2,1,0
5.3974257708524185,3,4,0.09224970016566303,0.14864796155033488,10,1,1
7.861789492699067,5,3,2.721230154351119,-0.29700448818274205,18,1,0
11.012611485528629,1,2,2.7369321060486276,-0.3590850375623922,7,1,1
2.5502163378434943,6,2,3.100531293444458,2.6369936493851345,4,1,0
7.224652300893366,10,5,0.2982025747190833,2.9213216196031038,1,1,1
2.2252771634413513,9,6,1.3007332881069882,1.3776370700283849,8,1,0
9.555438802591189,7,2,1.7573460074630805,-1.7896847859876228,7,0,1
10.137131058635244,5,3,2.7791397321588183,2.2828070340915465,10,0,1
3.6879081572843297,5,1,1.2720138998874555,-2.3396884528339394,13,0,0
4.634493650287068,5,1,1.6153446842321633,-2.610646517346111,12,1,0
13.396329438791073,5,1,2.537405378805455,1.0842327093286013,12,1,0
5.872884344184007,8,1,0.6028701758617179,0.04919266044431225,16,0,0
7.215342483230156,4,1,2.763750952409864,-0.6795879221967756,18,1,1
7.457061616804136,7,2,3.9850147990316973,2.7925161077327623,5,0,0
5.01931373346207,11,1,2.6540070764322232,-2.969630496922688,14,1,0
9.174786287779957,2,6,1.301598792637071,1.4789484307081446,8,0,1
6.928972669638227,8,5,2.0105483724207684,0.4614233077581549,1,0,1
9.987094078156037,5,6,1.4806348010217776,-2.9072603008267954,17,1,0
17.417919633428046,5,1,1.5787658672378888,2.0652788443578682,3,1,1
5.342699481845763,4,1,0.5464853257681153,1.253465981460712,7,0,1
8.716493703140424,3,4,3.1931807158671006,0.8997835846665909,14,1,1
16.18587438321056,3,3,1.8623920725298406,0.25586780824545974,17,1,1
6.852248234771565,7,6,2.162540486440426,0.8245794089892393,16,0,0
13.433521666879233,3,2,0.10140297366183004,2.7758904880675503,9,1,1
4.772709121133532,5,5,2.951587666783074,0.32612431506840434,3,1,0
4.5383431622798565,2,1,1.2456532375651768,2.877063171729051,5,1,1
14.213830768062575,4,6,2.540374603470575,-2.728175941367733,10,1,1
10.016638142644148,10,5,2.1824671572637397,2.648788852659151,3,0,0
16.48561027129702,2,2,0.1558525292409345,0.7095233060273571,17,1,1
15.518004975511273,2,4,2.7715614347677575,-0.909980373280816,11,0,1
8.68713650744926,7,6,2.2474667685750944,-1.568418841257959,13,0,1
3.6499819013749217,6,1,3.388572576382359,-0.8705688572236765,14,0,0
11.175006209972578,8,2,3.8969928341376407,2.9755874521819745,5,0,1
7.614640200833259,4,6,2.80387652583648,-2.563421961814839,18,0,1
3.3015804902703962,7,6,2.8327247823327992,-0.109998072215308,12,1,0
5.979586470884607,5,5,3.2911614075067726,1.4652699416597876,3,0,1
8.403566285952397,6,5,0.17360313319269105,2.547859981341576,5,1,1
17.508840569905583,7,4,3.8348096296313847,-2.652816613453756,6,1,1
7.370561036751411,4,5,3.897579230664666,2.917264466877617,17,0,1
15.020720315311179,10,1,3.110409134940902,-0.11777950880187227,15,0,1
13.993252799617153,4,1,0.05468785930798914,-2.547845637885226,17,0,0
17.946189393182486,6,3,1.098927188103635,-1.7566341059516613,1,0,1
2.7503434846595187,1,2,2.081230803615173,1.633910350413836,18,1,0
17.48758024703717,5,6,2.8163190723968943,-1.7222150309465356,6,1,1
7.609400940905552,7,2,3.4494548349869807,2.6971237419458527,4,1,0
9.873860689272611,6,3,2.1490536668562803,-0.23928504609856782,16,0,1
13.162681179150908,7,5,0.6757402522886582,-1.3284579658082483,6,0,1
7.695863748351778,4,1,2.751138868384332,0.0699420812835676,11,0,1
2.041520390138345,6,4,1.4756545582790896,-0.22479170320111264,13,1,0
6.038991109504332,6,1,2.9496208243752764,-1.9062967291442516,7,0,0
3.427269259392899,5,2,0.34768115234969477,0.22263925091128645,2,0,0
8.90655273967487,4,3,3.9460609951719188,0.6346489161413231,1,0,1
4.445746226949312,3,1,0.32093498264656883,0.14706833742152803,8,0,0
3.7926224346888375,8,2,1.1199163746411367,1.6169575991516218,6,1,0
8.806983017862668,4,5,2.024415825437388,2.592086053541605,13,0,1
7.907687704158338,5,5,0.010843597657318682,-2.2998236151499123,15,1,1
14.7086311994634,6,3,0.26598506946711,1.4467238957403543,8,0,1
5.2260371207639125,5,5,2.3532267031802268,1.0978923805027945,8,0,0
16.39467912467477,6,5,3.6258884438581878,0.7454279754839526,6,1,1
13.688786188948823,10,4,2.279558739485266,1.5747521144441432,10,0,1
10.583701623753516,6,5,2.8801461461842974,0.846885797311784,4,1,1
11.584469836437224,6,2,2.344919328067189,0.035332073306795664,1,0,1
11.487406484141145,3,2,3.084986674078952,-0.7533877816774677,9,1,1
3.667951456828952,4,4,0.4986507248130674,2.525051295704234,8,0,0
2.8761862211525013,2,1,0.457069200222751,-0.5129724947782339,11,1,0
7.551251230339643,4,1,1.993471090957919,-0.48644730297271277,1,0,0
6.44139476207069,5,6,0.34139867231457544,2.9812455110756844,17,0,1
3.0732236382148397,4,5,1.5109037897606772,2.019388879753997,18,0,0
9.252621355968442,5,5,0.3020134552155569,1.519477324484705,10,1,0
10.4252554665487,7,5,2.3801959188016824,-0.9643725246228545,5,0,1
10.907545356533857,9,2,0.05200769404294414,-2.4869488148731915,16,0,1
12.286809017828052,6,4,2.496595631396536,-0.5435300868525577,9,1,1
5.512168401295339,6,2,0.08987723328046959,-1.3879358436903235,8,1,0
6.126202966931237,5,3,3.2903355036466957,0.17797007193048664,10,1,1
3.0748063986513614,4,3,3.6000745673924204,2.2433404653750912,8,1,0
12.640586792740088,5,4,3.8345087092528822,-1.8937744759262207,4,0,1
8.228729824671625,5,6,0.5400051096848277,-0.09747034840552349,4,0,1
11.521246891204077,3,2,1.8969492348014785,-0.9336976077346009,8,0,1
